Year,costCenter_Code,costCenter_Code_MDA,table_identifier,table_identifier_MDA,total_allocation
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535017001,ENVIRONMENTAL HEALTH REGISTRATION COUNCIL OF NIGERIA,1394059407
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535021001,NATIONAL AGENCY FOR GREAT GREEN WALL HQTRS,689882031
2018,0543,NATIONAL POPULATION COMMISSION,0543001001,NATIONAL POPULATION COMMISSION,10806046852
2019,0111,PRESIDENCY,0111001001,STATE HOUSE - HQTRS,51213116627
2019,0116,MINISTRY OF DEFENCE,0116001001,MINISTRY OF DEFENCE - MOD HQTRS,589955110099
2019,0119,MINISTRY OF FOREIGN AFFAIRS,0119001001,MINISTRY OF FOREIGN AFFAIRS - HQTRS,73264580731
2019,0123,FEDERAL MINISTRY OF INFORMATION& CULTURE,0123001001,FEDERAL MINISTRY OF INFORMATION & CULTURE - HQTRS,52138231427
2019,0124,MINISTRY OF INTERIOR,0124001001,MINISTRY OF INTERIOR - HQTRS,615701064596
2019,0125,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION,0125001001,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION - HQTRS,8470492774
2019,0140,AUDITOR GENERAL FOR THEFEDERATION,0140001001,AUDITOR GENERAL FOR THE FEDERATION,3149763712
2019,0145,PUBLIC COMPLAINTSCOMMISSION,0145001001,PUBLIC COMPLAINTS COMMISSION,4398550000
2019,0147,FEDERAL CIVIL SERVICECOMMISSION,0147001001,FEDERAL CIVIL SERVICE COMMISSION,1246116157
2019,0149,FEDERAL CHARACTERCOMMISSION,0149001001,FEDERAL CHARACTER COMMISSION,3111701302
2019,0156,MINISTRY OF COMMUNICATIONTECHNOLOGY,0156001001,MINISTRY OF COMMUNICATION TECHNOLOGY HQTRS,17614739274
2019,0157,NATIONAL SECURITY ADVISER,0157001001,NATIONAL SECURITY ADVISER,120712711219
2019,0158,CODE OF CONDUCT TRIBUNAL,0158001001,CODE OF CONDUCT TRIBUNAL,1081558276
2019,0159,INFRASTRUCTURE CONCESSIONARYREGULATORY COMMSSION,0159001001,INFRASTRUCTURE CONCESSION REGULATORY COMMISSION,1395291140
2019,0160,POLICE SERVICE COMMISSION,0160001001,POLICE SERVICE COMMISSION HQTRS,1751274031
2019,0161,SECRETARY TO THEGOVERNMENT OF THEFEDERATION,0161001001,SECRETARY TO THE GOVERNMENT OF THE FEDERATION HQTRS,101029589554
2019,0215,FEDERAL MINISTRY OF AGRICULTUREAND RURAL DEVELOPMENT,0215001001,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT HQTRS,164517605175
2019,0220,FEDERAL MINISTRY OFFINANCE,0220001001,FEDERAL MINISTRY OF FINANCE - HQTRS,2266586202116
2019,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADEAND INVESTMENT",0222001001,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT - HQTRS",77085831042
2019,0227,FEDERAL MINISTRY OFLABOUR AND EMPLOYMENT,0227001001,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT - HQTRS,20386409399
2019,0228,FEDERAL MINISTRY OF SCIENCE ANDTECHNOLOGY,0228001001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY - HQTRS,82821475165
2019,0229,FEDERAL MINISTRY OFTRANSPORTATION,0229001001,FEDERAL MINISTRY OF TRANSPORTATION - HQTRS,198555092569
2019,0231,FEDERAL MINISTRY OF POWER WORKS& HOUSING,0231001001,FEDERAL MINISTRY OF POWER WORKS & HOUSING - HQTRS,428436920652
2019,0232,MINISTRY OF PETROLEUMRESOURCES,0232001001,MINISTRY OF PETROLEUM RESOURCES HQTRS,73108499221
2019,0233,MINISTRY OF MINES AND STEELDEVELOPMENT,0233001001,MINISTRY OF MINES AND STEEL DEVELOPMENT- HQTRS,20176921359
2019,0238,MINISTRY OF BUDGET ANDNATIONAL PLANNING,0238001001,MINISTRY OF BUDGET AND NATIONAL PLANNING HQTRS,2163196954961
2019,0242,"NATIONAL SALARIES, INCOMES ANDWAGES COMMISSION",0242001001,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",919667936
2019,0246,"REVENUE MOBILISATION,ALLOCATION AND FISCALCOMMISSION",0246001001,"REVENUE MOBILIZATION, ALLOCATION, AND FISCAL COMMISSION",2380691826
2019,0250,FISCAL RESPONSIBILITYCOMMISSION,0250001001,FISCAL RESPONSILIBITY COMMISSION,439639224
2019,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252001001,FEDERAL MINISTRY OF WATER RESOURCES - HQTRS,97952553118
2019,0326,FEDERAL MINISTRY OFJUSTICE,0326001001,FEDERAL MINISTRY OF JUSTICE - HQTRS,26169881213
2019,0341,INDEPENDENT CORRUPTPRACTICES AND RELATEDOFFENCES COMMISSION,0341001001,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,5952089501
2019,0344,CODE OF CONDUCT BUREAU,0344001001,CODE OF CONDUCT BUREAU,2896427031
2019,0437,FEDERAL CAPITAL TERRITORYADMINISTRATION,0437001001,FEDERAL CAPITAL TERRITORY ADMINISTRATION,23023593146
2019,0451,FEDERAL MINISTRY OF NIGERDELTA,0451001001,FEDERAL MINISTRY OF NIGER DELTA HQTRS,37443092594
2019,0513,FEDERAL MINISTRY OF YOUTH &SPORTS DEVELOPMENT,0513001001,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT - HQTRS,126841506640
2019,0514,FEDERAL MINISTRY OF WOMENAFFAIRS,0514001001,FEDERAL MINISTRY OF WOMEN AFFAIRS - HQTRS,5566696400
2019,0517,FEDERAL MINISTRY OFEDUCATION,0517001001,FEDERAL MINISTRY OF EDUCATION - HQTRS,634416159877
2019,0521,FEDERAL MINISTRY OF HEALTH,0521001001,FEDERAL MINISTRY OF HEALTH,369426999290
2019,0535,FEDERAL MINISTRY OFENVIRONMENT,0535001001,FEDERAL MINISTRY OF ENVIRONMENT HEADQUARTERS,28763010700
2019,0543,NATIONAL POPULATIONCOMMISSION,0543001001,NATIONAL POPULATION COMMISSION,9151387430
2020,0111,PRESIDENCY,0111001001,"NIPSS, KURU",9580286358
2020,0111,PRESIDENCY,0111001002,"NIPSS, KURU",3277710152
2020,0111,PRESIDENCY,0111001003,"NIPSS, KURU",1032220943
2020,0111,PRESIDENCY,0111001004,"NIPSS, KURU",24557024
2020,0111,PRESIDENCY,0111001005,"NIPSS, KURU",384897708
2020,0111,PRESIDENCY,0111001006,"NIPSS, KURU",723003927
2020,0111,PRESIDENCY,0111001007,"NIPSS, KURU",169879402
2020,0111,PRESIDENCY,0111005001,"NIPSS, KURU",145710565
2020,0111,PRESIDENCY,0111006001,"NIPSS, KURU",1929507551
2020,0111,PRESIDENCY,0111007001,"NIPSS, KURU",1940931451
2020,0111,PRESIDENCY,0111009001,"NIPSS, KURU",30921658070
2020,0111,PRESIDENCY,0111009002,"NIPSS, KURU",2114192857
2020,0111,PRESIDENCY,0111010001,"NIPSS, KURU",1484774732
2020,0111,PRESIDENCY,0111011001,"NIPSS, KURU",1510994378
2020,0111,PRESIDENCY,0111048001,"NIPSS, KURU",3134184583
2020,0111,PRESIDENCY,0111051001,"NIPSS, KURU",71505023
2020,0112,NATIONAL ASSEMBLY,0112001001,NASS MANAGEMENT,125000000000
2020,0116,MINISTRY OF DEFENCE,0116001001,"NIGERIAN DEFENCE
COLLEGE",23448240092
2020,0116,MINISTRY OF DEFENCE,0116002001,"NIGERIAN DEFENCE
COLLEGE",44926824080
2020,0116,MINISTRY OF DEFENCE,0116002002,"NIGERIAN DEFENCE
COLLEGE",1288565994
2020,0116,MINISTRY OF DEFENCE,0116003001,"NIGERIAN DEFENCE
COLLEGE",438232472595
2020,0116,MINISTRY OF DEFENCE,0116004001,"NIGERIAN DEFENCE
COLLEGE",131690238486
2020,0116,MINISTRY OF DEFENCE,0116005001,"NIGERIAN DEFENCE
COLLEGE",137871581015
2020,0116,MINISTRY OF DEFENCE,0116005002,"NIGERIAN DEFENCE
COLLEGE",2355951249
2020,0116,MINISTRY OF DEFENCE,0116006001,"NIGERIAN DEFENCE
COLLEGE",15714037519
2020,0116,MINISTRY OF DEFENCE,0116007001,"NIGERIAN DEFENCE
COLLEGE",14854701395
2020,0116,MINISTRY OF DEFENCE,0116008001,"NIGERIAN DEFENCE
COLLEGE",7930361148
2020,0116,MINISTRY OF DEFENCE,0116009001,"NIGERIAN DEFENCE
COLLEGE",5742193705
2020,0116,MINISTRY OF DEFENCE,0116010001,"NIGERIAN DEFENCE
COLLEGE",3329805000
2020,0116,MINISTRY OF DEFENCE,0116011001,"NIGERIAN DEFENCE
COLLEGE",2122381546
2020,0116,MINISTRY OF DEFENCE,0116012001,"NIGERIAN DEFENCE
COLLEGE",28860558435
2020,0116,MINISTRY OF DEFENCE,0116015017,"NIGERIAN DEFENCE
COLLEGE",17811772469
2020,0116,MINISTRY OF DEFENCE,0116018001,"NIGERIAN DEFENCE
COLLEGE",1994660217
2020,0116,MINISTRY OF DEFENCE,0116021001,"NIGERIAN DEFENCE
COLLEGE",284262482
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119001001,"FOREIGN MISSION: THE
HAGUE",9984679655
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119001002,"FOREIGN MISSION: THE
HAGUE",497968291
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119002001,"FOREIGN MISSION: THE
HAGUE",2204731121
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119003001,"FOREIGN MISSION: THE
HAGUE",101078640
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119006001,"FOREIGN MISSION: THE
HAGUE",856931219
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119007001,"FOREIGN MISSION: THE
HAGUE",543833904
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119008001,"FOREIGN MISSION: THE
HAGUE",402501687
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009001,"FOREIGN MISSION: THE
HAGUE",440787956
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009002,"FOREIGN MISSION: THE
HAGUE",441000183
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009003,"FOREIGN MISSION: THE
HAGUE",520044064
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009004,"FOREIGN MISSION: THE
HAGUE",511752822
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009005,"FOREIGN MISSION: THE
HAGUE",577979518
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009006,"FOREIGN MISSION: THE
HAGUE",743833831
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009007,"FOREIGN MISSION: THE
HAGUE",601777821
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009009,"FOREIGN MISSION: THE
HAGUE",380526460
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009010,"FOREIGN MISSION: THE
HAGUE",494537375
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009011,"FOREIGN MISSION: THE
HAGUE",315292526
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009012,"FOREIGN MISSION: THE
HAGUE",364321575
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009013,"FOREIGN MISSION: THE
HAGUE",449759598
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009014,"FOREIGN MISSION: THE
HAGUE",741840141
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009015,"FOREIGN MISSION: THE
HAGUE",410258695
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009016,"FOREIGN MISSION: THE
HAGUE",1098793498
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009017,"FOREIGN MISSION: THE
HAGUE",576688313
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009018,"FOREIGN MISSION: THE
HAGUE",347961682
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009019,"FOREIGN MISSION: THE
HAGUE",766975389
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009020,"FOREIGN MISSION: THE
HAGUE",394197436
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009021,"FOREIGN MISSION: THE
HAGUE",693849694
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009022,"FOREIGN MISSION: THE
HAGUE",589417661
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009023,"FOREIGN MISSION: THE
HAGUE",538787301
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009024,"FOREIGN MISSION: THE
HAGUE",451808759
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009025,"FOREIGN MISSION: THE
HAGUE",573531938
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009026,"FOREIGN MISSION: THE
HAGUE",447134787
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009027,"FOREIGN MISSION: THE
HAGUE",412095006
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009028,"FOREIGN MISSION: THE
HAGUE",608532836
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009029,"FOREIGN MISSION: THE
HAGUE",443999332
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009030,"FOREIGN MISSION: THE
HAGUE",392789805
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009031,"FOREIGN MISSION: THE
HAGUE",432073817
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009032,"NATIONAL SALARIES,
INCOMES AND WAGES",430944284
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009033,LOWER NIGER RBDA,395404708
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009034,LOWER NIGER RBDA,444753676
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009035,LOWER NIGER RBDA,352720750
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009036,LOWER NIGER RBDA,443585503
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009037,LOWER NIGER RBDA,4017905717
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009038,LOWER NIGER RBDA,478186366
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009039,LOWER NIGER RBDA,4643733800
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009040,LOWER NIGER RBDA,1051881822
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009042,LOWER NIGER RBDA,413262696
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009043,LOWER NIGER RBDA,426623363
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009044,LOWER NIGER RBDA,1856933279
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009045,LOWER NIGER RBDA,507655912
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009046,LOWER NIGER RBDA,399183116
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009047,LOWER NIGER RBDA,1055195103
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009048,"NIGERIAN COPYRIGHT
COMMISSION",2291216969
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009049,"CODE OF CONDUCT
BUREAU",410202891
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009050,"NIGER DELTA
DEVELOPMENT",370414915
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009051,"NIGER DELTA
DEVELOPMENT",475607672
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009052,"NIGERIA INSTITUTE FOR
SPORTS (NIS)",162389529190
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009053,"NATIONAL CENTRE FOR
WOMEN DEVELOPMENT",421155273
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009054,"FEDERAL UNIVERSITYOF
GASHUA",366050837
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009055,"FEDERAL UNIVERSITYOF
GASHUA",116739470819
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009056,"FEDERAL UNIVERSITYOF
GASHUA",7949549658
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009057,"FEDERAL UNIVERSITYOF
GASHUA",574748777
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009058,"FEDERAL UNIVERSITYOF
GASHUA",3195257738
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009059,"FEDERAL UNIVERSITYOF
GASHUA",3344977774
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009060,"FEDERAL UNIVERSITYOF
GASHUA",2199604451
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009061,"FEDERAL UNIVERSITYOF
GASHUA",4655222122
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009062,"FEDERAL UNIVERSITYOF
GASHUA",4070324115
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009063,"FEDERAL UNIVERSITYOF
GASHUA",11200353013
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009064,"FEDERAL UNIVERSITYOF
GASHUA",6176431302
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009065,"FEDERAL UNIVERSITYOF
GASHUA",1035775147
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009066,"FEDERAL UNIVERSITYOF
GASHUA",3002111317
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009067,"FEDERAL UNIVERSITYOF
GASHUA",2043761550
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009068,"FEDERAL UNIVERSITYOF
GASHUA",780641448
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009069,"FEDERAL UNIVERSITYOF
GASHUA",936424850
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009070,"FEDERAL UNIVERSITYOF
GASHUA",934087269
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009071,"FEDERAL UNIVERSITYOF
GASHUA",815681307
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009072,"FEDERAL UNIVERSITYOF
GASHUA",966716102
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009074,"FEDERAL UNIVERSITYOF
GASHUA",1363509728
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009075,"FEDERAL UNIVERSITYOF
GASHUA",1487511482
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009076,"FEDERAL UNIVERSITYOF
GASHUA",2676626370
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009077,"FEDERAL UNIVERSITYOF
GASHUA",841869267
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009078,"FEDERAL UNIVERSITYOF
GASHUA",758723129
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009080,"FEDERAL UNIVERSITYOF
GASHUA",1486288173
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009081,"FEDERAL UNIVERSITYOF
GASHUA",675199107
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009082,"FEDERAL UNIVERSITYOF
GASHUA",800337829
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009083,"PHS, IBADAN",449669446
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009084,"PHS, IBADAN",513316921
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009085,"PHS, IBADAN",395355753
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009086,"PHS, IBADAN",723374277
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009087,"PHS, IBADAN",6467573230
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009088,"PHS, IBADAN",674388270
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009091,"PHS, IBADAN",9997659315
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009092,"PHS, IBADAN",614199571
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009093,"PHS, IBADAN",7782863487
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009094,"PHS, IBADAN",652176943
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009095,"PHS, IBADAN",6597452626
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009096,"PHS, IBADAN",5917059016
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009097,"PHS, IBADAN",3992998650
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009099,"PHS, IBADAN",1680231729
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009100,"PHS, IBADAN",940348278
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009101,"PHS, IBADAN",400150361
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009102,"PHS, IBADAN",486025928
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009103,"PHS, IBADAN",941838176
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009104,"PHS, IBADAN",9068741219
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009105,OKUMU NATIONAL PARK,1209126447
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009106,OKUMU NATIONAL PARK,1128947625
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009107,OKUMU NATIONAL PARK,1529184501
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009109,OKUMU NATIONAL PARK,3105166179
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009110,"NATIONAL POPULATION
COMMISSION",490479975
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009111,"NATIONAL COMMISSION
FOR REFUGEES",1950816847
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009115,"NATIONAL COMMISSION
FOR REFUGEES",370736310
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009116,"NATIONAL COMMISSION
FOR REFUGEES",410284388
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009118,"NATIONAL COMMISSION
FOR REFUGEES",571478940
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009120,"NATIONAL COMMISSION
FOR REFUGEES",446766986
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009122,"NATIONAL COMMISSION
FOR REFUGEES",344372906
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009123,"NATIONAL COMMISSION
FOR REFUGEES",534986591
2020,0119,"MINISTRY OF FOREIGN
AFFAIRS",0119009124,"NATIONAL COMMISSION
FOR REFUGEES",472043484
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123001001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",5830497963
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123003001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",6647472202
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123004001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",7819937064
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123005001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",1798225935
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123006001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",2914596022
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123007001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",935379972
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123008001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",806648861
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123009001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",366871627
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123010001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",999644659
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123011001,"NATIONAL FILM AND
VEDIO CENSOR BOARD",355915671
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031002,"NATIONAL FILM AND
VEDIO CENSOR BOARD",1093730339
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031003,"NATIONAL FILM AND
VEDIO CENSOR BOARD",4014815544
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031004,"NATIONAL FILM AND
VEDIO CENSOR BOARD",1903061553
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031005,"NATIONAL FILM AND
VEDIO CENSOR BOARD",543401621
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031006,"NATIONAL FILM AND
VEDIO CENSOR BOARD",278691641
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031007,"NATIONAL FILM AND
VEDIO CENSOR BOARD",600389814
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031008,"NATIONAL FILM AND
VEDIO CENSOR BOARD",2125075260
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031009,"NATIONAL FILM AND
VEDIO CENSOR BOARD",127984003
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031010,"NATIONAL FILM AND
VEDIO CENSOR BOARD",1568727824
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031011,"NATIONAL FILM AND
VEDIO CENSOR BOARD",1933696323
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031012,"NATIONAL FILM AND
VEDIO CENSOR BOARD",192533306
2020,0123,"FEDERAL MINISTRY OF
INFORMATION & CULTURE",0123031017,"NATIONAL FILM AND
VEDIO CENSOR BOARD",6643147626
2020,0124,MINISTRY OF INTERIOR,0124001001,FEDERAL FIRE SERVICE,4328030724
2020,0124,MINISTRY OF INTERIOR,0124002001,FEDERAL FIRE SERVICE,81017506013
2020,0124,MINISTRY OF INTERIOR,0124003001,FEDERAL FIRE SERVICE,65243913139
2020,0124,MINISTRY OF INTERIOR,0124004001,FEDERAL FIRE SERVICE,91697175776
2020,0124,MINISTRY OF INTERIOR,0124005001,FEDERAL FIRE SERVICE,597020440
2020,0124,MINISTRY OF INTERIOR,0124007001,FEDERAL FIRE SERVICE,11921814860
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125001001,"FEDERAL TRAINING
CENTRE,MAIDUGURI",4898800315
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125002001,"FEDERAL TRAINING
CENTRE,MAIDUGURI",310911317
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125003001,"FEDERAL TRAINING
CENTRE,MAIDUGURI",1012352751
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125004001,"FEDERAL TRAINING
CENTRE,MAIDUGURI",33033334
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125005002,"FEDERAL TRAINING
CENTRE,MAIDUGURI",83328467
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125005003,"FEDERAL TRAINING
CENTRE,MAIDUGURI",93064515
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125005004,"FEDERAL TRAINING
CENTRE,MAIDUGURI",87942060
2020,0125,"OFFICE OF THE HEAD OF
THE CIVIL SERVICE OF THE",0125005005,"FEDERAL TRAINING
CENTRE,MAIDUGURI",125290188
